date,year,tournament,match_weight,home_team,away_team,home_goals,away_goals,outcome,neutral
2012-06-23,2012,UEFA Euro,0.85,Spain,France,2.0,0.0,1,True
2012-06-24,2012,UEFA Euro,0.85,England,Italy,0.0,0.0,0,True
2012-06-24,2012,Arab Cup,0.5,Iraq,Lebanon,1.0,0.0,1,True
2012-06-25,2012,Arab Cup,0.5,Kuwait,Palestine,2.0,0.0,1,True
2012-06-26,2012,Arab Cup,0.5,Bahrain,Yemen,0.0,2.0,-1,True
2012-06-27,2012,Arab Cup,0.5,Lebanon,Sudan,0.0,2.0,-1,True
2012-06-27,2012,UEFA Euro,0.85,Portugal,Spain,0.0,0.0,0,True
2012-06-28,2012,UEFA Euro,0.85,Germany,Italy,1.0,2.0,-1,True
2012-06-28,2012,Arab Cup,0.5,Saudi Arabia,Palestine,2.0,2.0,0,False
2012-06-29,2012,Arab Cup,0.5,Libya,Bahrain,2.0,1.0,1,True
2012-06-30,2012,Arab Cup,0.5,Sudan,Iraq,1.0,1.0,0,True
2012-06-30,2012,African Cup of Nations qualification,0.5,Central African Republic,Egypt,1.0,1.0,0,False
2012-07-01,2012,UEFA Euro,0.85,Spain,Italy,4.0,0.0,1,True
2012-07-03,2012,Arab Cup,0.5,Saudi Arabia,Libya,0.0,2.0,-1,False
2012-07-05,2012,Arab Cup,0.5,Saudi Arabia,Iraq,0.0,1.0,-1,False
2012-07-06,2012,Friendly,0.3,Malawi,Zambia,1.0,0.0,1,False
2012-07-07,2012,Friendly,0.3,British Virgin Islands,Anguilla,1.0,0.0,1,False
2012-07-10,2012,Friendly,0.3,South Sudan,Uganda,2.0,2.0,0,False
2012-07-12,2012,Friendly,0.3,Kenya,Botswana,3.0,1.0,1,False
2012-07-13,2012,ABCS Tournament,0.5,Aruba,Curaçao,3.0,2.0,1,False
2012-07-13,2012,ABCS Tournament,0.5,Suriname,Bonaire,8.0,0.0,1,True
2012-07-15,2012,ABCS Tournament,0.5,Aruba,Suriname,1.0,0.0,1,False
2012-07-15,2012,ABCS Tournament,0.5,Bonaire,Curaçao,2.0,9.0,-1,True
2012-07-16,2012,Friendly,0.3,Botswana,Zimbabwe,1.0,0.0,1,False
2012-07-17,2012,Friendly,0.3,Zimbabwe,Lesotho,5.0,3.0,1,True
2012-07-18,2012,Friendly,0.3,Botswana,Lesotho,0.0,0.0,0,False
2012-07-18,2012,EAFF Championship,0.5,Guam,Northern Mariana Islands,3.0,1.0,1,False
2012-07-20,2012,EAFF Championship,0.5,Northern Mariana Islands,Macau,1.0,5.0,-1,True
2012-07-22,2012,EAFF Championship,0.5,Guam,Macau,3.0,0.0,1,False
2012-08-08,2012,Friendly,0.3,Zambia,Zimbabwe,2.0,1.0,1,False
2012-08-11,2012,Friendly,0.3,El Salvador,Guatemala,1.0,0.0,1,True
2012-08-13,2012,Friendly,0.3,Jordan,Uzbekistan,0.0,1.0,-1,False
2012-08-14,2012,Friendly,0.3,Burkina Faso,Togo,3.0,0.0,1,True
2012-08-14,2012,Friendly,0.3,Liechtenstein,Andorra,1.0,0.0,1,False
2012-08-14,2012,Friendly,0.3,San Marino,Malta,2.0,3.0,-1,False
2012-08-15,2012,Friendly,0.3,Albania,Moldova,0.0,0.0,0,False
2012-08-15,2012,Friendly,0.3,Angola,Mozambique,2.0,0.0,1,False
2012-08-15,2012,Friendly,0.3,Armenia,Belarus,1.0,2.0,-1,False
2012-08-15,2012,Friendly,0.3,Austria,Turkey,2.0,0.0,1,False
2012-08-15,2012,Friendly,0.3,Azerbaijan,Bahrain,3.0,0.0,1,False
2012-08-15,2012,Friendly,0.3,Belgium,Netherlands,4.0,2.0,1,False
2012-08-15,2012,Friendly,0.3,Bolivia,Guyana,2.0,0.0,1,False
2012-08-15,2012,Friendly,0.3,Botswana,Tanzania,3.0,3.0,0,False
2012-08-15,2012,Friendly,0.3,Bulgaria,Cyprus,1.0,0.0,1,False
2012-08-15,2012,Friendly,0.3,Canada,Trinidad and Tobago,2.0,0.0,1,True
2012-08-15,2012,Friendly,0.3,China PR,Ghana,1.0,1.0,0,False
2012-08-15,2012,Friendly,0.3,Costa Rica,Peru,0.0,1.0,-1,False
2012-08-15,2012,Friendly,0.3,Croatia,Switzerland,2.0,4.0,-1,False
2012-08-15,2012,Friendly,0.3,Denmark,Slovakia,1.0,3.0,-1,False
2012-08-15,2012,Friendly,0.3,Ecuador,Chile,3.0,0.0,1,True
2012-08-15,2012,Friendly,0.3,El Salvador,Jamaica,0.0,2.0,-1,True
2012-08-15,2012,Friendly,0.3,England,Italy,2.0,1.0,1,True
2012-08-15,2012,Friendly,0.3,Equatorial Guinea,Liberia,1.0,0.0,1,False
2012-08-15,2012,Friendly,0.3,Estonia,Poland,1.0,0.0,1,False
2012-08-15,2012,Friendly,0.3,France,Uruguay,0.0,0.0,0,False
2012-08-15,2012,Friendly,0.3,Germany,Argentina,1.0,3.0,-1,False
2012-08-15,2012,Friendly,0.3,Guatemala,Paraguay,3.0,3.0,0,True
2012-08-15,2012,Friendly,0.3,Hungary,Israel,1.0,1.0,0,False
2012-08-15,2012,Friendly,0.3,Iceland,Faroe Islands,2.0,0.0,1,False
2012-08-15,2012,Friendly,0.3,Iran,Tunisia,2.0,2.0,0,True
2012-08-15,2012,Friendly,0.3,Japan,Venezuela,1.0,1.0,0,False
2012-08-15,2012,Friendly,0.3,Jordan,Uzbekistan,2.0,0.0,1,False
2012-08-15,2012,Friendly,0.3,South Korea,Zambia,2.0,1.0,1,False
2012-08-15,2012,Friendly,0.3,Luxembourg,Georgia,1.0,2.0,-1,False
2012-08-15,2012,Friendly,0.3,North Macedonia,Lithuania,1.0,0.0,1,False
2012-08-15,2012,Friendly,0.3,Mexico,United States,0.0,1.0,-1,False
2012-08-15,2012,Friendly,0.3,Montenegro,Latvia,2.0,0.0,1,False
2012-08-15,2012,Friendly,0.3,Morocco,Guinea,1.0,2.0,-1,False
2012-08-15,2012,Friendly,0.3,Niger,Nigeria,0.0,0.0,0,False
2012-08-15,2012,Friendly,0.3,Northern Ireland,Finland,3.0,3.0,0,False
2012-08-15,2012,Friendly,0.3,Norway,Greece,2.0,3.0,-1,False
2012-08-15,2012,Friendly,0.3,Oman,Egypt,1.0,1.0,0,False
2012-08-15,2012,Friendly,0.3,Portugal,Panama,2.0,0.0,1,False
2012-08-15,2012,Friendly,0.3,Puerto Rico,Spain,1.0,2.0,-1,False
2012-08-15,2012,Friendly,0.3,Russia,Ivory Coast,1.0,1.0,0,False
2012-08-15,2012,Friendly,0.3,Scotland,Australia,3.0,1.0,1,False
2012-08-15,2012,Friendly,0.3,Serbia,Republic of Ireland,0.0,0.0,0,False
2012-08-15,2012,Friendly,0.3,Singapore,Hong Kong,2.0,0.0,1,False
2012-08-15,2012,Friendly,0.3,Slovenia,Romania,4.0,3.0,1,False
2012-08-15,2012,Friendly,0.3,Sweden,Brazil,0.0,3.0,-1,False
2012-08-15,2012,Friendly,0.3,Ukraine,Czech Republic,0.0,0.0,0,False
2012-08-15,2012,Friendly,0.3,Wales,Bosnia and Herzegovina,0.0,2.0,-1,False
2012-08-22,2012,Nehru Cup,0.5,India,Syria,2.0,1.0,1,False
2012-08-23,2012,Nehru Cup,0.5,Maldives,Nepal,2.0,1.0,1,True
2012-08-24,2012,Nehru Cup,0.5,Syria,Cameroon,2.0,2.0,0,True
2012-08-25,2012,Nehru Cup,0.5,India,Maldives,3.0,0.0,1,False
2012-08-25,2012,Friendly,0.3,Alderney,Sealand,1.0,1.0,0,False
2012-08-26,2012,Friendly,0.3,Botswana,Uganda,0.0,0.0,0,False
2012-08-26,2012,Friendly,0.3,Libya,Sudan,3.0,0.0,1,True
2012-08-26,2012,Nehru Cup,0.5,Nepal,Cameroon,0.0,5.0,-1,True
2012-08-27,2012,Nehru Cup,0.5,Maldives,Syria,2.0,1.0,1,True
2012-08-28,2012,Nehru Cup,0.5,India,Nepal,0.0,0.0,0,False
2012-08-29,2012,Nehru Cup,0.5,Cameroon,Maldives,3.0,1.0,1,True
2012-08-30,2012,Nehru Cup,0.5,Syria,Nepal,2.0,0.0,1,True
2012-08-31,2012,Nehru Cup,0.5,India,Cameroon,0.0,1.0,-1,False
2012-09-02,2012,Nehru Cup,0.5,India,Cameroon,2.0,2.0,0,False
2012-09-04,2012,Friendly,0.3,Liberia,Malawi,1.0,0.0,1,False
2012-09-05,2012,Friendly,0.3,Cambodia,Philippines,0.0,0.0,0,False
2012-09-05,2012,Friendly,0.3,Jordan,Iran,0.0,0.0,0,False
2012-09-05,2012,CFU Caribbean Cup qualification,0.5,Martinique,British Virgin Islands,16.0,0.0,1,False
2012-09-05,2012,CFU Caribbean Cup qualification,0.5,Montserrat,Suriname,1.0,7.0,-1,True
2012-09-06,2012,Friendly,0.3,Japan,United Arab Emirates,1.0,0.0,1,False
2012-09-06,2012,Friendly,0.3,Lebanon,Australia,0.0,3.0,-1,False
2012-09-06,2012,Friendly,0.3,Qatar,Tajikistan,1.0,2.0,-1,True
2012-09-06,2012,Friendly,0.3,Sweden,China PR,1.0,0.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Albania,Cyprus,3.0,1.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Andorra,Hungary,0.0,5.0,-1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Argentina,Paraguay,3.0,1.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Azerbaijan,Israel,1.0,1.0,0,False
2012-09-07,2012,CFU Caribbean Cup qualification,0.5,Bermuda,Puerto Rico,1.0,2.0,-1,True
2012-09-07,2012,Friendly,0.3,Brazil,South Africa,1.0,0.0,1,False
2012-09-07,2012,CFU Caribbean Cup qualification,0.5,British Virgin Islands,Suriname,0.0,4.0,-1,True
2012-09-07,2012,FIFA World Cup qualification,0.7,Bulgaria,Italy,2.0,2.0,0,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Canada,Panama,1.0,0.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Colombia,Uruguay,4.0,0.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Costa Rica,Mexico,0.0,2.0,-1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Croatia,North Macedonia,1.0,0.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Cuba,Honduras,0.0,3.0,-1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Ecuador,Bolivia,1.0,0.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,El Salvador,Guyana,2.0,2.0,0,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Estonia,Romania,0.0,2.0,-1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Finland,France,0.0,1.0,-1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Georgia,Belarus,1.0,0.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Germany,Faroe Islands,3.0,0.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Guatemala,Antigua and Barbuda,3.0,1.0,1,False
2012-09-07,2012,CFU Caribbean Cup qualification,0.5,Haiti,Saint Martin,7.0,0.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Iceland,Norway,2.0,0.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Jamaica,United States,2.0,1.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Kazakhstan,Republic of Ireland,1.0,2.0,-1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Latvia,Greece,1.0,2.0,-1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Liechtenstein,Bosnia and Herzegovina,1.0,8.0,-1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Lithuania,Slovakia,1.0,1.0,0,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Luxembourg,Portugal,1.0,2.0,-1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Malta,Armenia,0.0,1.0,-1,False
2012-09-07,2012,CFU Caribbean Cup qualification,0.5,Martinique,Montserrat,5.0,0.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Moldova,England,0.0,5.0,-1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Montenegro,Poland,2.0,2.0,0,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Netherlands,Turkey,2.0,0.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,New Caledonia,New Zealand,0.0,2.0,-1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Peru,Venezuela,2.0,1.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Russia,Northern Ireland,2.0,0.0,1,False
2012-09-07,2012,Friendly,0.3,Singapore,Philippines,0.0,2.0,-1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Slovenia,Switzerland,0.0,2.0,-1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Solomon Islands,Tahiti,2.0,0.0,1,False
2012-09-07,2012,Friendly,0.3,Spain,Saudi Arabia,5.0,0.0,1,False
2012-09-07,2012,Friendly,0.3,Uzbekistan,Kuwait,3.0,0.0,1,False
2012-09-07,2012,FIFA World Cup qualification,0.7,Wales,Belgium,0.0,2.0,-1,False
2012-09-08,2012,FIFA World Cup qualification,0.7,Denmark,Czech Republic,0.0,0.0,0,False
2012-09-08,2012,FIFA World Cup qualification,0.7,Scotland,Serbia,0.0,0.0,0,False
2012-09-08,2012,African Cup of Nations qualification,0.5,Mali,Botswana,3.0,0.0,1,False
2012-09-08,2012,African Cup of Nations qualification,0.5,Ghana,Malawi,2.0,0.0,1,False
2012-09-08,2012,African Cup of Nations qualification,0.5,Liberia,Nigeria,2.0,2.0,0,False
2012-09-08,2012,African Cup of Nations qualification,0.5,Zambia,Uganda,1.0,0.0,1,False
2012-09-08,2012,African Cup of Nations qualification,0.5,Cape Verde,Cameroon,2.0,0.0,1,False
2012-09-08,2012,African Cup of Nations qualification,0.5,Sierra Leone,Tunisia,2.0,2.0,0,False
2012-09-08,2012,African Cup of Nations qualification,0.5,Sudan,Ethiopia,5.0,3.0,1,False
2012-09-08,2012,African Cup of Nations qualification,0.5,Ivory Coast,Senegal,4.0,2.0,1,False
2012-09-08,2012,African Cup of Nations qualification,0.5,Gabon,Togo,1.0,1.0,0,False
2012-09-08,2012,African Cup of Nations qualification,0.5,Central African Republic,Burkina Faso,1.0,0.0,1,False
2012-09-08,2012,Friendly,0.3,Saint Barthélemy,Guadeloupe,1.0,8.0,-1,False
2012-09-09,2012,CFU Caribbean Cup qualification,0.5,British Virgin Islands,Montserrat,0.0,7.0,-1,True
2012-09-09,2012,CFU Caribbean Cup qualification,0.5,Haiti,Bermuda,3.0,1.0,1,False
2012-09-09,2012,CFU Caribbean Cup qualification,0.5,Martinique,Suriname,2.0,2.0,0,False
2012-09-09,2012,CFU Caribbean Cup qualification,0.5,Puerto Rico,Saint Martin,9.0,0.0,1,True
2012-09-09,2012,African Cup of Nations qualification,0.5,Zimbabwe,Angola,3.0,1.0,1,False
2012-09-09,2012,African Cup of Nations qualification,0.5,Mozambique,Morocco,2.0,0.0,1,False
2012-09-09,2012,African Cup of Nations qualification,0.5,Guinea,Niger,1.0,0.0,1,False
2012-09-09,2012,African Cup of Nations qualification,0.5,Libya,Algeria,0.0,1.0,-1,True
2012-09-09,2012,African Cup of Nations qualification,0.5,DR Congo,Equatorial Guinea,4.0,0.0,1,False
2012-09-10,2012,Friendly,0.3,Brazil,China PR,8.0,0.0,1,False
2012-09-10,2012,Friendly,0.3,Indonesia,North Korea,0.0,2.0,-1,False
2012-09-10,2012,Friendly,0.3,Laos,Philippines,2.0,1.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Antigua and Barbuda,Guatemala,0.0,1.0,-1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Austria,Germany,1.0,2.0,-1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Belgium,Croatia,1.0,1.0,0,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Bosnia and Herzegovina,Latvia,4.0,1.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Bulgaria,Armenia,1.0,0.0,1,False
2012-09-11,2012,Friendly,0.3,Myanmar,Singapore,1.0,1.0,0,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Chile,Colombia,1.0,3.0,-1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Cyprus,Iceland,1.0,0.0,1,False
2012-09-11,2012,Friendly,0.3,Czech Republic,Finland,0.0,1.0,-1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,England,Ukraine,1.0,1.0,0,False
2012-09-11,2012,FIFA World Cup qualification,0.7,France,Belarus,3.0,1.0,1,False
2012-09-11,2012,Friendly,0.3,Gabon,Saudi Arabia,1.0,0.0,1,True
2012-09-11,2012,FIFA World Cup qualification,0.7,Georgia,Spain,0.0,1.0,-1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Greece,Lithuania,2.0,0.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Guyana,El Salvador,2.0,3.0,-1,False
2012-09-11,2012,CFU Caribbean Cup qualification,0.5,Haiti,Puerto Rico,2.0,1.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Honduras,Cuba,1.0,0.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Hungary,Netherlands,1.0,4.0,-1,False
2012-09-11,2012,Friendly,0.3,Republic of Ireland,Oman,4.0,1.0,1,True
2012-09-11,2012,FIFA World Cup qualification,0.7,Israel,Russia,0.0,4.0,-1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Italy,Malta,2.0,0.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Japan,Iraq,1.0,0.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Jordan,Australia,2.0,1.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Lebanon,Iran,1.0,0.0,1,False
2012-09-11,2012,Friendly,0.3,Liberia,Ghana,2.0,0.0,1,False
2012-09-11,2012,Friendly,0.3,Malaysia,Vietnam,0.0,2.0,-1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Mexico,Costa Rica,1.0,0.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,New Zealand,Solomon Islands,6.0,1.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Northern Ireland,Luxembourg,1.0,1.0,0,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Norway,Slovenia,2.0,1.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Panama,Canada,2.0,0.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Paraguay,Venezuela,0.0,2.0,-1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Peru,Argentina,1.0,1.0,0,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Poland,Moldova,2.0,0.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Portugal,Azerbaijan,3.0,0.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Romania,Andorra,4.0,0.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,San Marino,Montenegro,0.0,6.0,-1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Scotland,North Macedonia,1.0,1.0,0,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Serbia,Wales,6.0,1.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Slovakia,Liechtenstein,2.0,0.0,1,False
2012-09-11,2012,Friendly,0.3,South Africa,Mozambique,2.0,0.0,1,False
2012-09-11,2012,CFU Caribbean Cup qualification,0.5,Saint Martin,Bermuda,0.0,8.0,-1,True
2012-09-11,2012,FIFA World Cup qualification,0.7,Sweden,Kazakhstan,2.0,0.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Switzerland,Albania,2.0,0.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Tahiti,New Caledonia,0.0,4.0,-1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Turkey,Estonia,3.0,0.0,1,False
2012-09-11,2012,Friendly,0.3,United Arab Emirates,Kuwait,3.0,0.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Uruguay,Ecuador,1.0,1.0,0,False
2012-09-11,2012,FIFA World Cup qualification,0.7,United States,Jamaica,1.0,0.0,1,False
2012-09-11,2012,FIFA World Cup qualification,0.7,Uzbekistan,South Korea,2.0,2.0,0,False
2012-09-12,2012,Friendly,0.3,Thailand,Laos,2.0,1.0,1,False
2012-09-16,2012,Friendly,0.3,French Guiana,Haiti,1.0,2.0,-1,False
2012-09-19,2012,Superclásico de las Américas,0.5,Brazil,Argentina,2.0,1.0,1,False
2012-09-20,2012,Friendly,0.3,Nepal,Bangladesh,1.0,1.0,0,False
2012-09-22,2012,Coupe de l'Outre-Mer,0.5,Guadeloupe,Saint Pierre and Miquelon,13.0,0.0,1,True
2012-09-22,2012,Coupe de l'Outre-Mer,0.5,Réunion,French Guiana,2.0,0.0,1,True
2012-09-22,2012,Coupe de l'Outre-Mer,0.5,Tahiti,Mayotte,1.0,3.0,-1,True
2012-09-22,2012,Coupe de l'Outre-Mer,0.5,Martinique,New Caledonia,2.0,0.0,1,True
2012-09-23,2012,CFU Caribbean Cup qualification,0.5,Aruba,Dominican Republic,2.0,2.0,0,True
2012-09-23,2012,CFU Caribbean Cup qualification,0.5,Barbados,Dominica,1.0,0.0,1,False
2012-09-24,2012,Coupe de l'Outre-Mer,0.5,Réunion,Saint Pierre and Miquelon,10.0,0.0,1,True
2012-09-24,2012,Coupe de l'Outre-Mer,0.5,Guadeloupe,French Guiana,4.0,2.0,1,True
2012-09-24,2012,Coupe de l'Outre-Mer,0.5,New Caledonia,Mayotte,0.0,2.0,-1,True
2012-09-24,2012,Coupe de l'Outre-Mer,0.5,Martinique,Tahiti,2.0,3.0,-1,True
2012-09-25,2012,CFU Caribbean Cup qualification,0.5,Barbados,Dominican Republic,0.0,1.0,-1,False
2012-09-25,2012,CFU Caribbean Cup qualification,0.5,Dominica,Aruba,3.0,2.0,1,True
2012-09-25,2012,Philippine Peace Cup,0.5,Philippines,Guam,1.0,0.0,1,False
2012-09-25,2012,Philippine Peace Cup,0.5,Taiwan,Macau,1.0,0.0,1,True
2012-09-25,2012,Friendly,0.3,Abkhazia,Artsakh,1.0,1.0,0,False
2012-09-26,2012,Coupe de l'Outre-Mer,0.5,Réunion,Guadeloupe,2.0,1.0,1,True
2012-09-26,2012,Coupe de l'Outre-Mer,0.5,French Guiana,Saint Pierre and Miquelon,11.0,1.0,1,True
2012-09-26,2012,Coupe de l'Outre-Mer,0.5,New Caledonia,Tahiti,0.0,1.0,-1,True
2012-09-26,2012,Coupe de l'Outre-Mer,0.5,Martinique,Mayotte,3.0,0.0,1,True
2012-09-27,2012,CFU Caribbean Cup qualification,0.5,Barbados,Aruba,2.0,1.0,1,False
2012-09-27,2012,CFU Caribbean Cup qualification,0.5,Dominican Republic,Dominica,2.0,1.0,1,True
2012-09-27,2012,Philippine Peace Cup,0.5,Philippines,Macau,5.0,0.0,1,False
2012-09-27,2012,Friendly,0.3,Taiwan,Guam,2.0,0.0,1,True
2012-09-28,2012,Friendly,0.3,Oman,Yemen,2.0,1.0,1,False
2012-09-28,2012,Coupe de l'Outre-Mer,0.5,Saint Pierre and Miquelon,New Caledonia,1.0,16.0,-1,True
2012-09-28,2012,Coupe de l'Outre-Mer,0.5,French Guiana,Tahiti,2.0,1.0,1,True
2012-09-29,2012,Friendly,0.3,Macau,Guam,0.0,3.0,-1,True
2012-09-29,2012,Friendly,0.3,Philippines,Taiwan,3.0,1.0,1,False
2012-09-29,2012,Coupe de l'Outre-Mer,0.5,Guadeloupe,Mayotte,1.0,0.0,1,True
2012-09-29,2012,Coupe de l'Outre-Mer,0.5,Réunion,Martinique,2.0,2.0,0,True
2012-10-05,2012,AFF Championship qualification,0.5,Myanmar,Brunei,1.0,0.0,1,False
2012-10-05,2012,AFF Championship qualification,0.5,Cambodia,Timor-Leste,1.0,5.0,-1,True
2012-10-07,2012,AFF Championship qualification,0.5,Myanmar,Timor-Leste,2.0,1.0,1,False
2012-10-07,2012,AFF Championship qualification,0.5,Laos,Cambodia,1.0,0.0,1,True
2012-10-09,2012,AFF Championship qualification,0.5,Cambodia,Brunei,2.0,3.0,-1,True
2012-10-09,2012,AFF Championship qualification,0.5,Timor-Leste,Laos,3.0,1.0,1,True
2012-10-10,2012,CFU Caribbean Cup qualification,0.5,French Guiana,Trinidad and Tobago,1.0,4.0,-1,True
2012-10-11,2012,Friendly,0.3,Brazil,Iraq,6.0,0.0,1,True
2012-10-11,2012,AFF Championship qualification,0.5,Brunei,Laos,1.0,3.0,-1,True
2012-10-11,2012,AFF Championship qualification,0.5,Myanmar,Cambodia,3.0,0.0,1,False
2012-10-11,2012,Friendly,0.3,Kuwait,Syria,1.0,1.0,0,True
2012-10-12,2012,FIFA World Cup qualification,0.7,Albania,Iceland,1.0,2.0,-1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Antigua and Barbuda,United States,1.0,2.0,-1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Argentina,Uruguay,3.0,0.0,1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Armenia,Italy,1.0,3.0,-1,False
2012-10-12,2012,Friendly,0.3,Bahrain,Philippines,0.0,0.0,0,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Belarus,Spain,0.0,4.0,-1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Bolivia,Peru,1.0,1.0,0,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Bulgaria,Denmark,1.0,1.0,0,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Canada,Cuba,3.0,0.0,1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Colombia,Paraguay,2.0,0.0,1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Czech Republic,Malta,3.0,1.0,1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Ecuador,Chile,3.0,1.0,1,False
2012-10-12,2012,Friendly,0.3,Egypt,Congo,3.0,0.0,1,True
2012-10-12,2012,FIFA World Cup qualification,0.7,El Salvador,Costa Rica,0.0,1.0,-1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,England,San Marino,5.0,0.0,1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Estonia,Hungary,0.0,1.0,-1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Faroe Islands,Sweden,1.0,2.0,-1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Finland,Georgia,1.0,1.0,0,False
2012-10-12,2012,Friendly,0.3,France,Japan,0.0,1.0,-1,False
2012-10-12,2012,CFU Caribbean Cup qualification,0.5,French Guiana,Anguilla,4.0,1.0,1,True
2012-10-12,2012,FIFA World Cup qualification,0.7,Greece,Bosnia and Herzegovina,0.0,0.0,0,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Guatemala,Jamaica,2.0,1.0,1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Guyana,Mexico,0.0,5.0,-1,True
2012-10-12,2012,FIFA World Cup qualification,0.7,Republic of Ireland,Germany,1.0,6.0,-1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Kazakhstan,Austria,0.0,0.0,0,False
2012-10-12,2012,Friendly,0.3,Lesotho,Eswatini,2.0,1.0,1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Liechtenstein,Lithuania,0.0,2.0,-1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Luxembourg,Israel,0.0,6.0,-1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,North Macedonia,Croatia,1.0,2.0,-1,False
2012-10-12,2012,FIFA World Cup qualification,0.7,Moldova,Ukraine,0.0,0.0,0,False
