date,year,tournament,match_weight,home_team,away_team,home_goals,away_goals,outcome,neutral,home_elo,away_elo,elo_diff,home_elo_adj,expected_home,K,elo_delta,home_form,away_form,form_diff
1986-06-06,1986,FIFA World Cup,1.0,England,Morocco,0.0,0.0,0,True,1766.4,1658.5,107.9,1766.4,0.6504,60,-9.03,-26.099999999999973,-27.019999999999996,0.920000000000023
1986-06-06,1986,FIFA World Cup,1.0,Hungary,Canada,2.0,0.0,1,True,1716.3,1579.8,136.6,1716.3,0.687,60,18.78,0.8599999999999923,-42.349999999999994,43.20999999999999
1986-06-07,1986,FIFA World Cup,1.0,Northern Ireland,Spain,1.0,2.0,-1,True,1690.5,1705.4,-14.8,1690.5,0.4787,60,-28.72,-20.450000000000024,24.069999999999986,-44.52000000000001
1986-06-07,1986,FIFA World Cup,1.0,Poland,Portugal,1.0,0.0,1,True,1684.6,1710.5,-25.8,1684.6,0.4629,60,32.23,19.889999999999983,-9.279999999999994,29.169999999999977
1986-06-07,1986,FIFA World Cup,1.0,Mexico,Paraguay,1.0,1.0,0,False,1749.6,1701.5,48.1,1849.6,0.7011,60,-12.07,12.170000000000009,56.260000000000005,-44.089999999999996
1986-06-08,1986,FIFA World Cup,1.0,Denmark,Uruguay,6.0,1.0,1,True,1736.5,1732.9,3.5,1736.5,0.5051,60,29.69,49.14000000000001,-36.31999999999999,85.46000000000001
1986-06-08,1986,FIFA World Cup,1.0,Germany,Scotland,2.0,1.0,1,True,1782.1,1688.0,94.1,1782.1,0.6322,60,22.07,24.64999999999999,-53.34999999999998,77.99999999999997
1986-06-08,1986,FIFA World Cup,1.0,Iraq,Belgium,1.0,2.0,-1,True,1633.1,1667.7,-34.6,1633.1,0.4503,60,-27.02,-92.28,-4.550000000000015,-87.72999999999999
1986-06-09,1986,FIFA World Cup,1.0,Hungary,France,0.0,3.0,-1,True,1735.1,1826.0,-90.9,1735.1,0.3721,60,-22.32,-13.80000000000001,34.23,-48.03000000000001
1986-06-09,1986,FIFA World Cup,1.0,Russia,Canada,2.0,0.0,1,True,1822.9,1561.0,261.9,1822.9,0.8187,60,10.88,15.740000000000004,-61.87,77.61
1986-06-10,1986,FIFA World Cup,1.0,Argentina,Bulgaria,2.0,0.0,1,True,1725.6,1674.4,51.1,1725.6,0.5731,60,25.62,39.349999999999966,-23.0,62.349999999999966
1986-06-10,1986,FIFA World Cup,1.0,South Korea,Italy,2.0,3.0,-1,True,1644.2,1739.4,-95.2,1644.2,0.3664,60,-21.98,-45.26000000000001,24.239999999999995,-69.5
1986-06-11,1986,FIFA World Cup,1.0,Paraguay,Belgium,2.0,2.0,0,True,1713.6,1694.7,18.9,1713.6,0.5271,60,-1.63,45.27,3.709999999999985,41.56000000000002
1986-06-11,1986,FIFA World Cup,1.0,England,Poland,3.0,0.0,1,True,1757.3,1716.9,40.5,1757.3,0.558,60,26.52,-8.169999999999973,-10.610000000000017,2.440000000000044
1986-06-11,1986,FIFA World Cup,1.0,Portugal,Morocco,1.0,3.0,-1,True,1678.3,1667.5,10.8,1678.3,0.5155,60,-30.93,-32.419999999999995,18.75,-51.169999999999995
1986-06-11,1986,FIFA World Cup,1.0,Mexico,Iraq,1.0,0.0,1,False,1737.6,1606.1,131.5,1837.6,0.7913,60,12.52,14.280000000000008,-83.14,97.42000000000002
